age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
50.0, Private,163394.56, Some-college,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,161886.4, Masters,14.0, Never-married, Transport-moving, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,172424.31, Some-college,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,176093.83, Assoc-acdm,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
23.0, Private,157146.8, Some-college,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
51.0, Private,218470.05, Some-college,10.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
66.0, Private,220595.3, Assoc-acdm,9.0, Never-married, Craft-repair, Husband, White, Female,0.0,0.0,40.0, Peru, <=50K
35.0, Private,160173.53, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
23.0, Private,178090.03, Some-college,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,159613.45, Some-college,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,37.0, Peru, <=50K
24.0, Private,173660.83, 10th,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,174500.12, Some-college,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
24.0, Private,169833.25, 10th,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
33.0, Private,217620.66, Some-college,9.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
25.0, Private,219489.95, Some-college,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,173879.52, Assoc-acdm,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,160703.88, Assoc-acdm,14.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,211046.16, Some-college,9.0, Never-married, Protective-serv, Other-relative, White, Male,0.0,0.0,45.0, Peru, <=50K
50.0, Private,154092.5, Some-college,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
60.90206, Private,157065.97, 10th,13.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,32.0, Peru, <=50K
40.0, Private,145790.72, Masters,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
48.0, Private,198151.48, Masters,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,60.0, Peru, <=50K
35.0, Private,209976.64, Assoc-acdm,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,45.0, Peru, <=50K
39.0, Private,264782.8, Masters,10.0, Never-married, Transport-moving, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Without-pay,187158.47, Assoc-acdm,9.0, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, Peru, <=50K
22.0, Private,157378.73, Some-college,9.0, Never-married, Sales, Husband, White, Male,0.0,0.0,35.0, Peru, <=50K
31.0, Private,217959.55, Assoc-acdm,10.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,50.0, Peru, <=50K
37.0, Private,158296.75, Masters,9.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
40.0, Private,200465.73, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,228163.52, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
29.0, Private,206239.5, Some-college,10.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,36.0, Peru, <=50K
42.0, Private,208351.4, Some-college,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,207255.2, Some-college,13.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,217974.12, Assoc-acdm,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
33.0, Private,197576.98, Some-college,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,55.0, Peru, <=50K
40.0, Private,143022.36, Prof-school,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,50.0, Peru, <=50K
56.0, Private,195609.97, 7th-8th,13.0, Married-spouse-absent, Craft-repair, Husband, White, Male,0.0,0.0,20.0, Peru, >50K
38.0, Private,205948.73, Masters,10.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
31.0, Private,196541.8, 10th,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
49.0, Private,229623.17, 10th,9.0, Never-married, Exec-managerial, Other-relative, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Without-pay,236731.33, Assoc-acdm,12.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,50.0, Peru, <=50K
37.0, Private,248899.61, Assoc-acdm,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,45.0, Peru, <=50K
42.0, Private,183781.5, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,37.0, Peru, <=50K
45.0, Private,216101.33, Assoc-acdm,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,48.0, Peru, <=50K
33.0, Private,232319.73, 10th,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,30.0, Peru, >50K
40.0, Private,143263.67, Masters,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,188941.61, 10th,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,234437.47, Masters,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,165945.58, Prof-school,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,249786.67, Prof-school,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
38.0, Private,149730.39, Assoc-acdm,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,208819.16, Assoc-acdm,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, Private,144636.27, 10th,13.0, Never-married, Sales, Husband, White, Female,0.0,0.0,40.0, Peru, <=50K
41.0, Private,195913.3, Masters,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
60.0, Private,202486.17, Prof-school,9.0, Married-spouse-absent, Sales, Other-relative, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,198027.97, Assoc-acdm,14.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,99.0, Peru, <=50K
19.0, Private,190974.56, Assoc-acdm,11.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
58.0, Private,211335.95, Masters,15.0, Married-AF-spouse, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
64.0, Private,266697.38, Some-college,9.0, Married-spouse-absent, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, Private,186589.05, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
32.0, Private,275755.9, Assoc-acdm,10.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,45.0, Peru, <=50K
33.0, Private,211904.12, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,45.0, Peru, <=50K
38.0, Private,147180.6, Masters,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,182652.03, Masters,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,279298.03, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,195091.92, Prof-school,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
33.0, Private,243618.73, Some-college,9.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,30.0, Peru, <=50K
39.0, Private,199485.67, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
31.0, Private,172913.44, Masters,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,170010.48, Some-college,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,194122.23, Assoc-acdm,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
33.0, Private,179215.9, Some-college,14.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,250215.11, Masters,10.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, Peru, >50K
47.0, Private,212970.8, 10th,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,182258.28, 10th,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
26.0, Private,168122.67, Assoc-acdm,10.0, Never-married, Sales, Husband, White, Male,0.0,0.0,70.0, Peru, <=50K
48.0, Private,223666.36, Prof-school,12.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,161521.38, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,164500.98, Prof-school,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,210198.92, Masters,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,224617.42, Masters,10.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
22.0, Private,163775.8, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,149733.23, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,240120.3, Masters,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, Peru, >50K
34.0, Private,201858.25, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,156805.97, Assoc-acdm,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,165943.53, Masters,14.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,152379.61, Assoc-acdm,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,45.0, Peru, <=50K
38.0, Private,182391.19, Some-college,13.0, Married-spouse-absent, Transport-moving, Other-relative, White, Male,0.0,0.0,55.0, Peru, <=50K
40.0, Private,143201.69, Some-college,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
59.0, Private,158761.23, Masters,10.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,155537.95, Some-college,13.0, Never-married, Sales, Other-relative, White, Male,0.0,0.0,42.0, Peru, <=50K
34.0, Private,198888.72, Masters,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,35.0, Peru, <=50K
37.0, Private,149038.08, 10th,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,70.0, Peru, <=50K
46.0, Private,190564.89, Assoc-acdm,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
28.0, Private,169659.38, Masters,15.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Private,154314.11, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
52.0, Never-worked,198172.16, Prof-school,13.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
52.0, Private,220725.1, Some-college,10.0, Married-spouse-absent, Sales, Other-relative, White, Male,0.0,0.0,40.0, Peru, <=50K
53.0, Private,211699.0, Masters,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,235063.84, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Female,0.0,0.0,40.0, Peru, <=50K
30.0, Private,181792.3, Prof-school,10.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,265972.88, Some-college,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,250346.22, Masters,13.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
53.0, Private,160374.83, Assoc-acdm,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,50.0, Peru, <=50K
46.0, Private,165375.1, Some-college,10.0, Married-AF-spouse, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.954807, Private,228052.31, Some-college,14.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
30.0, Without-pay,157163.7, Some-college,10.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,209287.25, Masters,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,168996.23, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,221998.83, Prof-school,9.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,164149.62, 10th,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, >50K
41.0, Private,218237.75, Prof-school,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,204442.6, Some-college,13.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,45.0, Peru, <=50K
38.0, Private,160170.72, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,199282.75, Assoc-acdm,13.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,230057.31, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,225575.94, Assoc-acdm,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
56.0, Private,159663.86, Assoc-acdm,9.0, Married-spouse-absent, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, Peru, >50K
42.0, Private,166130.88, Prof-school,9.0, Married-spouse-absent, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
31.0, Private,187456.22, Some-college,9.0, Never-married, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,214998.05, Masters,14.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
21.0, Private,225887.05, Some-college,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,234970.42, Some-college,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,45.0, Peru, >50K
38.0, Private,228700.06, Masters,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,253288.92, Prof-school,9.0, Never-married, Sales, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,219187.44, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,60.0, Peru, <=50K
32.0, Private,288106.8, Some-college,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
57.0, Private,228574.52, Some-college,9.0, Married-spouse-absent, Transport-moving, Other-relative, White, Male,0.0,0.0,40.0, Peru, <=50K
23.0, Private,152409.55, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,156264.5, Assoc-acdm,13.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,80.0, Peru, <=50K
41.0, Private,253376.8, 10th,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
24.0, Private,167781.34, Masters,10.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,147786.38, Masters,9.0, Never-married, Sales, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,226558.66, Assoc-acdm,10.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
48.0, Private,238374.14, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
33.0, Private,197564.64, Masters,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,38.0, Peru, <=50K
45.0, Private,226824.19, Assoc-acdm,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
29.0, Private,220784.22, Some-college,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
52.0, State-gov,238429.0, Some-college,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,229117.48, Assoc-acdm,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
48.0, Private,206553.69, Assoc-acdm,15.0, Married-AF-spouse, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
30.0, Private,172547.75, Masters,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,170673.84, Assoc-acdm,14.0, Married-AF-spouse, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,149951.45, Masters,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,160693.92, Assoc-acdm,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
27.0, Private,253146.39, Assoc-acdm,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,209558.78, Some-college,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,50.0, Peru, <=50K
35.0, Private,209156.2, Masters,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
27.0, Private,171941.14, Assoc-acdm,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,212881.02, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
33.0, Private,183723.77, Some-college,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,154322.55, Some-college,9.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50.0, Peru, <=50K
32.0, Private,215713.64, Masters,14.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,224765.06, Assoc-acdm,13.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,225411.19, Some-college,9.0, Divorced, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
26.0, Private,182939.25, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
30.0, Private,227127.14, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
53.0, Private,152355.17, Some-college,10.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,230396.72, Some-college,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
49.0, Private,152912.94, Prof-school,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
41.0, Private,209432.25, Assoc-acdm,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
49.0, Private,145562.47, 7th-8th,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Private,157081.75, Some-college,10.0, Married-spouse-absent, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
52.0, Private,208322.58, Some-college,10.0, Married-spouse-absent, Exec-managerial, Other-relative, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,183681.58, Some-college,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,211991.73, Masters,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,38.0, Peru, <=50K
54.0, Private,191267.06, Assoc-acdm,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
48.0, Private,245402.11, Assoc-acdm,14.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0.0,0.0,40.0, Peru, <=50K
41.0, Private,166555.0, Masters,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,180961.7, 10th,9.0, Married-spouse-absent, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,183538.62, Some-college,9.0, Married-spouse-absent, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, Private,231558.89, Some-college,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,270804.94, Some-college,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,230029.25, Some-college,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
48.0, Private,199119.94, Some-college,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, Peru, <=50K
38.0, Private,187156.83, Masters,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,231365.67, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
59.0, Private,162537.88, Masters,11.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,47.886406, Peru, <=50K
60.0, Private,224903.17, Assoc-acdm,13.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,55.0, Peru, <=50K
38.736813, Private,189030.88, Assoc-acdm,13.0, Married-AF-spouse, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,169688.64, Some-college,15.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
59.0, Private,156765.31, Assoc-acdm,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,28.002645, Peru, <=50K
36.0, Private,251922.33, Some-college,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
26.0, Private,240064.27, Some-college,9.0, Never-married, Sales, Husband, White, Male,0.0,0.0,38.0, Peru, <=50K
31.0, Private,225186.55, 10th,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,241808.6, Masters,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,163904.23, Some-college,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
54.0, Private,147719.39, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
51.0, Private,216739.75, Masters,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,209111.14, Masters,9.0, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,50.0, Peru, <=50K
36.0, Private,275273.12, Prof-school,9.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
41.0, Private,255901.33, Some-college,9.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,202656.58, Some-college,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,182955.72, Assoc-acdm,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
47.388496, Private,162173.17, Assoc-acdm,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,50.0, Peru, <=50K
45.0, State-gov,148278.42, Masters,14.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
22.0, Private,162236.75, Some-college,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,30.0, Peru, <=50K
38.0, Private,214993.72, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,75.0, Peru, <=50K
53.0, Private,216472.19, Some-college,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,38.0, Peru, <=50K
58.0, Private,147614.48, Some-college,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
24.0, Private,205675.36, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,156669.27, Some-college,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,210365.95, Some-college,14.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,38.0, Peru, <=50K
36.0, Private,148538.95, Prof-school,9.0, Never-married, Transport-moving, Husband, White, Male,0.0,0.0,30.33201, Peru, <=50K
50.0, Private,231008.4, Masters,13.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,236066.81, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,215671.62, Masters,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
